# Annotated with Bakta
# Software: v1.8.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
FHMDHP_01065	cds	1	3000	+	GOIOJP_32735		class I SAM-dependent DNA methyltransferase	SO:0001217, UniRef:UniRef50_A0A7I6GY34, UniRef:UniRef90_UPI000D02C023
FHMDHP_01100	cds	1	507	+	GOIOJP_32740		Bdr family repetitive protein	RefSeq:WP_231007404.1, SO:0001217, UniParc:UPI001E48AB78, UniRef:UniRef100_UPI001E48AB78, UniRef:UniRef50_B9X990, UniRef:UniRef90_UPI001E2DE176
FHMDHP_01260	cds	1	885	+	GOIOJP_32745		hypothetical protein	
FHMDHP_01345	cds	1	1506	+	GOIOJP_32750		hypothetical protein	PFAM:PF00563.24
FHMDHP_01380	cds	1	1059	+	GOIOJP_32755	fliM	flagellar motor switch protein FliM	COG:COG1868, COG:N, GO:0001539, GO:0003774, GO:0005886, GO:0006935, GO:0009288, GO:0009425, GO:0071973, RefSeq:WP_002656446.1, SO:0001217, UniParc:UPI00000573FF, UniRef:UniRef100_Q57511, UniRef:UniRef50_Q57511, UniRef:UniRef90_Q57511
FHMDHP_01415	cds	1	450	+	GOIOJP_32760		P12 family lipoprotein	SO:0001217, UniRef:UniRef50_UPI001E2ACF4C
FHMDHP_01420	cds	1	1350	+	GOIOJP_32765	resT	telomere resolvase ResT	BlastRules:WP_010256138, EC:3.1.22.-, GO:0003677, GO:0004519, GO:0005737, GO:0006310, GO:0009295, RefSeq:WP_012672937.1, SO:0001217, UniParc:UPI00016C4F5C, UniRef:UniRef100_UPI00016C4F5C, UniRef:UniRef50_O50979, UniRef:UniRef90_O50979
FHMDHP_01470	cds	1	534	+	GOIOJP_32770		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A7W9W3Y4
FHMDHP_01475	cds	1	300	+	GOIOJP_32775		hypothetical protein	
FHMDHP_01620	cds	1	336	+	GOIOJP_32780		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806CJQ9, UniRef:UniRef90_UPI0001F23BD5
FHMDHP_01680	cds	1	507	+	GOIOJP_32785		Borrelial persistence in ticks protein A	RefSeq:WP_012622400.1, SO:0001217, UniParc:UPI00016B38D9, UniRef:UniRef100_A0A7U3YB42, UniRef:UniRef50_G0AP20, UniRef:UniRef90_O50713
FHMDHP_01700	cds	1	336	+	GOIOJP_32790		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7W9ZBW0
FHMDHP_01705	cds	1	870	+	GOIOJP_32795		putative helicase	COG:COG4889, COG:R, RefSeq:WP_233185512.1, SO:0001217, UniParc:UPI00016B3A2B, UniRef:UniRef100_UPI00016B3A2B, UniRef:UniRef50_O50727, UniRef:UniRef90_O50727
FHMDHP_01715	cds	1	588	+	GOIOJP_32800	tPR	Tetratricopeptide (TPR) repeat	COG:COG0457, COG:R, RefSeq:WP_002657578.1, SO:0001217, UniParc:UPI00016B2C8A, UniRef:UniRef100_A0A0H3C4W0, UniRef:UniRef50_A0A7I6GVR4, UniRef:UniRef90_A0A7I6GVR4
FHMDHP_01735	cds	1	555	+	GOIOJP_32805		hypothetical protein	PFAM:PF02637.22
FHMDHP_01755	cds	1	474	+	GOIOJP_32810		DNA polymerase III, beta chain	SO:0001217, UniRef:UniRef50_W6TMF8
FHMDHP_01760	cds	1	300	+	GOIOJP_32815		Uncharacterized protein BB_0439	RefSeq:WP_010255808.1, SO:0001217, UniParc:UPI00017F32FE, UniRef:UniRef100_UPI00017F32FE, UniRef:UniRef50_P33762, UniRef:UniRef90_P33762
FHMDHP_01765	cds	1	741	+	GOIOJP_32820		hypothetical protein	PFAM:PF16684.9
FHMDHP_01770	cds	1	399	+	GOIOJP_32825	rpsH	30S ribosomal protein S8	COG:COG0096, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_002661368.1, SO:0001217, UniParc:UPI00016C3755, UniRef:UniRef100_UPI00016C3755, UniRef:UniRef50_O51445, UniRef:UniRef90_O51445
FHMDHP_01805	cds	1	522	+	GOIOJP_32830		Repeat motif-containing protein	RefSeq:WP_012672697.1, SO:0001217, UniParc:UPI00016C4884, UniRef:UniRef100_A0A7U3YAN1, UniRef:UniRef50_B9X990, UniRef:UniRef90_A0A7U4DIN7
FHMDHP_01850	cds	1	285	+	GOIOJP_32835		BBC07	RefSeq:WP_012673028.1, SO:0001217, UniParc:UPI00016C39F8, UniRef:UniRef100_UPI00016C39F8, UniRef:UniRef50_O50971, UniRef:UniRef90_A0A7U4DIR8
FHMDHP_01890	cds	1	456	+	GOIOJP_32840		DUF1473 domain-containing protein	RefSeq:WP_010258867.1, SO:0001217, UniParc:UPI00017F3140, UniRef:UniRef100_UPI00017F3140, UniRef:UniRef50_W6TF96, UniRef:UniRef90_Q9R373
FHMDHP_01925	cds	1	498	+	GOIOJP_32845		hypothetical protein	PFAM:PF00990.25
FHMDHP_01930	cds	1	429	+	GOIOJP_32850		DUF226 domain-containing protein	SO:0001217, UniParc:UPI00016B2B4A, UniRef:UniRef100_O50754, UniRef:UniRef50_G0APB7, UniRef:UniRef90_O50754
FHMDHP_01935	cds	1	468	+	GOIOJP_32855	ykwD	Uncharacterized protein BB_0689	COG:COG2340, COG:DR, RefSeq:WP_010254621.1, SO:0001217, UniParc:UPI00017F36A3, UniRef:UniRef100_UPI00017F36A3, UniRef:UniRef50_O51632, UniRef:UniRef90_O51632
FHMDHP_01960	cds	1	291	+	GOIOJP_32860		hypothetical protein	
FHMDHP_01970	cds	1	357	+	GOIOJP_32865		hypothetical protein	RefSeq:WP_012672402.1, SO:0001217, UniParc:UPI000198222F, UniRef:UniRef100_UPI000198222F, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
FHMDHP_01990	cds	1	393	+	GOIOJP_32870		hypothetical protein	PFAM:PF13277.10
FHMDHP_02010	cds	1	546	+	GOIOJP_32875		hypothetical protein	
FHMDHP_02020	cds	1	408	+	GOIOJP_32880		hypothetical protein	
FHMDHP_02025	cds	1	465	+	GOIOJP_32885	rplE	50S ribosomal protein L5	COG:COG0094, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02931, SO:0001217, UniRef:UniRef50_B2ITP3, UniRef:UniRef90_O51443
FHMDHP_02035	cds	1	339	+	GOIOJP_32890		Mlp lipoprotein family protein	RefSeq:WP_010256648.1, SO:0001217, UniParc:UPI00016B2B45, UniRef:UniRef100_G5IXH2, UniRef:UniRef50_W5SFW3, UniRef:UniRef90_G5IXH2
FHMDHP_02040	cds	25	243	+	GOIOJP_32895		hypothetical protein	
FHMDHP_02045	cds	1	441	+	GOIOJP_32900	rplM	50S ribosomal protein L13	COG:COG0102, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_010253856.1, SO:0001217, UniParc:UPI00017F2B57, UniRef:UniRef100_UPI00017F2B57, UniRef:UniRef50_O51314, UniRef:UniRef90_O51314
FHMDHP_02050	cds	1	318	+	GOIOJP_32905		hypothetical protein	
FHMDHP_02240	cds	1	354	+	GOIOJP_32910		Outer membrane protein	RefSeq:WP_012672866.1, SO:0001217, UniParc:UPI00016C4D38, UniRef:UniRef100_A0A1L6VUQ8, UniRef:UniRef50_C0R8I1, UniRef:UniRef90_A0A1L6VUQ8
FHMDHP_02330	cds	1	255	+	GOIOJP_32915	sIMPL	Outer membrane channel-forming protein BP26/OMP28, SIMPL family	COG:COG2859, COG:M, RefSeq:WP_012672420.1, SO:0001217, UniParc:UPI00019821D9, UniRef:UniRef100_UPI001E329F6E, UniRef:UniRef50_O50817, UniRef:UniRef90_A0A7U3YBG1
FHMDHP_02610	cds	1	555	+	GOIOJP_32920		DUF777 domain-containing protein	RefSeq:WP_012672778.1, SO:0001217, UniParc:UPI00016C3C68, UniRef:UniRef100_UPI00016C3C68, UniRef:UniRef50_A0A0H3C2J1, UniRef:UniRef90_G0ANA6
FHMDHP_02630	cds	1	567	+	GOIOJP_32925		FAD-dependent thymidylate synthase	SO:0001217, UniRef:UniRef50_UPI0021ADB0F8
FHMDHP_02655	cds	1	336	+	GOIOJP_32930		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_A0A7U8EZ11, UniRef:UniRef90_A0A7U8EZ11
FHMDHP_02665	cds	1	594	+	GOIOJP_32935	ruvA	Holliday junction branch migration protein RuvA	COG:COG0632, COG:L, EC:3.6.4.12, GO:0000400, GO:0005524, GO:0005737, GO:0006281, GO:0006310, GO:0009378, GO:0009379, GO:0048476, KEGG:K03550, RefSeq:WP_002556629.1, SO:0001217, UniParc:UPI00016B376C, UniRef:UniRef100_A0A7U8I676, UniRef:UniRef50_P70827, UniRef:UniRef90_P70827
FHMDHP_02670	cds	1	1140	+	GOIOJP_32940	yliI	Uncharacterized protein BB_0024	COG:COG2133, COG:G, GO:0016020, RefSeq:WP_002661995.1, SO:0001217, UniParc:UPI00016C4AD4, UniRef:UniRef100_UPI00016C4AD4, UniRef:UniRef50_O51055, UniRef:UniRef90_O51055
FHMDHP_03810	cds	1	504	+	GOIOJP_32945		hypothetical protein	PFAM:PF08540.14
FHMDHP_03830	cds	1	987	+	GOIOJP_32950	lgt	prolipoprotein diacylglyceryl transferase	COG:COG0682, COG:M, EC:2.5.1.145, GO:0005886, GO:0008961, GO:0009249, GO:0016020, GO:0042158, KEGG:K13292, RefSeq:WP_010253796.1, SO:0001217, UniParc:UPI00017F2A0C, UniRef:UniRef100_UPI00017F2A0C, UniRef:UniRef50_O51337, UniRef:UniRef90_O51337
FHMDHP_03835	cds	1	369	+	GOIOJP_32955		DUF228 domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001AEF6263
FHMDHP_03840	cds	25	243	+	GOIOJP_32960		hypothetical protein	
FHMDHP_05010	cds	25	450	+	GOIOJP_32965	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, GO:0003697, GO:0006260, SO:0001217, UniRef:UniRef50_O51141, UniRef:UniRef90_O51141
FHMDHP_05060	cds	1	993	+	GOIOJP_32970	tsaC	L-threonylcarbamoyladenylate synthase	COG:COG0009, COG:J, EC:2.7.7.87, GO:0006400, GO:0061710, RefSeq:WP_002657157.1, SO:0001217, UniParc:UPI0000057725, UniRef:UniRef100_H7C636, UniRef:UniRef50_H7C636, UniRef:UniRef90_H7C636
FHMDHP_05065	cds	1	432	+	GOIOJP_32975		P52 family lipoprotein	RefSeq:WP_002657151.1, SO:0001217, UniParc:UPI00016B2DCE, UniRef:UniRef100_UPI00016B2DCE, UniRef:UniRef50_G0ANY0, UniRef:UniRef90_Q9S016
FHMDHP_05355	cds	1	1593	+	GOIOJP_32980	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, RefSeq:WP_010256176.1, SO:0001217, UniParc:UPI00017F2F02, UniRef:UniRef100_UPI00017F2F02, UniRef:UniRef50_O31306, UniRef:UniRef90_A0A0H3C484
FHMDHP_05370	cds	1	537	+	GOIOJP_32985		hypothetical protein	
FHMDHP_05390	cds	1	366	+	GOIOJP_32990		hypothetical protein	RefSeq:WP_010256460.1, SO:0001217, UniParc:UPI00017F37C6, UniRef:UniRef100_UPI00017F37C6, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
FHMDHP_05455	cds	1	750	+	GOIOJP_32995		Antigen, P35, putative	RefSeq:WP_010256558.1, SO:0001217, UniParc:UPI0000056828, UniRef:UniRef100_O50687, UniRef:UniRef50_O50687, UniRef:UniRef90_O50687
FHMDHP_05500	cds	46	894	+	GOIOJP_33000		P12 family lipoprotein	SO:0001217, UniRef:UniRef50_A0A1L6VS11, UniRef:UniRef90_UPI000BC33189
FHMDHP_06145	cds	1	399	+	GOIOJP_33005		Putative antigen, P35	RefSeq:WP_012665906.1, SO:0001217, UniParc:UPI000191DE9A, UniRef:UniRef100_A0A7U3YBD6, UniRef:UniRef50_G0APA5, UniRef:UniRef90_A0A7U3YBD6
FHMDHP_06175	cds	1	1461	+	GOIOJP_33010	dnaA	chromosomal replication initiator protein DnaA	COG:COG0593, COG:L, GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0006270, GO:0006275, GO:0016887, RefSeq:WP_002658947.1, SO:0001217, UniParc:UPI00016C3971, UniRef:UniRef100_A0A7U8EYZ3, UniRef:UniRef50_P33768, UniRef:UniRef90_P33768
FHMDHP_06190	cds	1	507	+	GOIOJP_33015		Borrelial persistence in ticks protein A	RefSeq:WP_199179126.1, SO:0001217, UniParc:UPI0018EC3482, UniRef:UniRef100_UPI0018EC3482, UniRef:UniRef50_G0AP20, UniRef:UniRef90_A0A0H3C253
FHMDHP_06235	cds	1	486	+	GOIOJP_33020		P13 family porin	RefSeq:WP_010258574.1, SO:0001217, UniParc:UPI00000568FC, UniRef:UniRef100_A0A7U3YBP1, UniRef:UniRef50_A0A7I6GV36, UniRef:UniRef90_A0A1L6VVE0
FHMDHP_06240	cds	1	282	+	GOIOJP_33025		chromosome replication/partitioning protein	SO:0001217, UniRef:UniRef50_A0A7U3YBM0, UniRef:UniRef90_A0A7U3YBM0
FHMDHP_06275	cds	1	1179	+	GOIOJP_33030		Transporter, major facilitator family	RefSeq:WP_012622380.1, SO:0001217, UniParc:UPI00016B38D0, UniRef:UniRef100_A0A7U3YBQ1, UniRef:UniRef50_O50880, UniRef:UniRef90_O50880
FHMDHP_06370	cds	1	300	+	GOIOJP_33035		plasmid maintenance protein	SO:0001217, UniRef:UniRef50_UPI000494A17F, UniRef:UniRef90_UPI000494A17F
FHMDHP_06395	cds	1	366	+	GOIOJP_33040		Cas12f1-like TNB domain-containing protein	KEGG:K07496, SO:0001217, UniRef:UniRef50_A0A1L6VV46, UniRef:UniRef90_A0A1L6VV46
FHMDHP_06415	cds	1	504	+	GOIOJP_33045		P13 family porin	RefSeq:WP_010257392.1, SO:0001217, UniParc:UPI00016B3A2A, UniRef:UniRef100_A0A7U3YB50, UniRef:UniRef50_A0A7I6GV36, UniRef:UniRef90_G0AP91
FHMDHP_06430	cds	1	729	+	GOIOJP_33050		Borrelia virulent strain associated lipoprotein	RefSeq:WP_012622409.1, SO:0001217, UniParc:UPI00016B38E3, UniRef:UniRef100_UPI00016B38E3, UniRef:UniRef50_A0A7W9ZBX2, UniRef:UniRef90_A0A7W9ZBN4
FHMDHP_06445	cds	1	504	+	GOIOJP_33055		P13 family porin	RefSeq:WP_010257392.1, SO:0001217, UniParc:UPI00016B3A2A, UniRef:UniRef100_A0A7U3YB50, UniRef:UniRef50_A0A7I6GV36, UniRef:UniRef90_G0AP91
NGKBDK_00060	cds	1	741	+	GOIOJP_33060	truA	tRNA pseudouridine(38-40) synthase TruA	COG:COG0101, COG:J, EC:5.4.99.12, GO:0003723, GO:0006400, GO:0009982, GO:0031119, GO:0106029, RefSeq:WP_002658373.1, SO:0001217, UniParc:UPI000016E6A6, UniRef:UniRef100_B7J0V1, UniRef:UniRef50_P70830, UniRef:UniRef90_P70830
NGKBDK_05445	cds	1	768	+	GOIOJP_33065		Plasmid partition protein	SO:0001217, UniRef:UniRef50_B9X9E9
NGKBDK_05520	cds	1	750	+	GOIOJP_33070		Variable large protein	SO:0001217, UniRef:UniRef50_H2D498, UniRef:UniRef90_H2D498
NGKBDK_05525	cds	1	597	+	GOIOJP_33075		variable large family protein	SO:0001217, UniRef:UniRef50_Q9ZIY9, UniRef:UniRef90_UPI0022B866ED
NGKBDK_05665	cds	1	396	+	GOIOJP_33080		hypothetical protein	
NGKBDK_05695	cds	1	528	+	GOIOJP_33085		hypothetical protein	RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
NGKBDK_05805	cds	1	546	+	GOIOJP_33090		DUF777 domain-containing protein	RefSeq:WP_002658455.1, SO:0001217, UniParc:UPI00016B3394, UniRef:UniRef100_UPI00016B3394, UniRef:UniRef50_A0A0H3C2J1, UniRef:UniRef90_A0A0H3C1A6
NGKBDK_06050	cds	1	231	+	GOIOJP_33095		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A1G4Q628, UniRef:UniRef90_A0A1G4Q628
NGKBDK_06105	cds	1	435	+	GOIOJP_33100		hypothetical protein	PFAM:PF04466.17, PFAM:PF17289.6
NGKBDK_06125	cds	1	240	+	GOIOJP_33105		DUF603 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W9ZL21, UniRef:UniRef90_UPI001E570051
NGKBDK_06130	cds	1	240	+	GOIOJP_33110		DUF603 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7W9ZL21, UniRef:UniRef90_UPI001E570051
CFPHFI_04990	cds	1	726	+	GOIOJP_33115		Outer membrane lipoprotein-sorting protein	SO:0001217, UniRef:UniRef50_O50783, UniRef:UniRef90_O50783
CFPHFI_05745	cds	1	606	+	GOIOJP_33120		DUF735 domain-containing protein	SO:0001217, UniRef:UniRef50_W5SK74, UniRef:UniRef90_UPI001E4B4A63
CFPHFI_05855	cds	1	243	+	GOIOJP_33125		Hemolysin accessory protein	SO:0001217, UniRef:UniRef50_A0A7W9SKB1
CFPHFI_05905	cds	1	687	+	GOIOJP_33130		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1L8ZAA5, UniRef:UniRef90_A0A1L8ZAA5
CFPHFI_05935	cds	1	531	+	GOIOJP_33135		ERF family protein	SO:0001217, UniRef:UniRef50_A0A7W9W3Y4, UniRef:UniRef90_UPI001E3CFB23
CFPHFI_06045	cds	1	801	+	GOIOJP_33140		variable large family protein	SO:0001217, UniRef:UniRef50_UPI000D400E22
CFPHFI_06065	cds	1	555	+	GOIOJP_33145		DUF777 domain-containing protein	RefSeq:WP_010256325.1, SO:0001217, UniParc:UPI00017F35B0, UniRef:UniRef100_UPI00017F35B0, UniRef:UniRef50_A0A0H3C2J1, UniRef:UniRef90_A0A0H3C1A6
CFPHFI_06070	cds	1	546	+	GOIOJP_33150		DUF777 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3C2J1, UniRef:UniRef90_A0A7U3YBJ4
CFPHFI_06085	cds	1	456	+	GOIOJP_33155		DUF1473 domain-containing protein	RefSeq:WP_010260013.1, SO:0001217, UniParc:UPI00017F3636, UniRef:UniRef100_UPI00017F3636, UniRef:UniRef50_W6TF96, UniRef:UniRef90_Q9R373
CFPHFI_06110	cds	1	387	+	GOIOJP_33160		hypothetical protein	
CFPHFI_06135	cds	1	315	+	GOIOJP_33165		Variable large protein	SO:0001217, UniRef:UniRef50_H2D485, UniRef:UniRef90_H2D485
CFPHFI_06145	cds	1	285	+	GOIOJP_33170		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7M4BKW9
DOEPLN_00620	cds	22	999	+	GOIOJP_33175		Bbk50-like	SO:0001217, UniRef:UniRef50_Q6VEX8, UniRef:UniRef90_Q6VEW7
DOEPLN_00640	cds	1	564	+	GOIOJP_33180		Lyme disease proteins of unknown function	SO:0001217, UniRef:UniRef50_W5SXI4, UniRef:UniRef90_Q9S055
DOEPLN_01115	cds	1	393	+	GOIOJP_33185		hypothetical protein	
DOEPLN_01245	cds	1	1905	+	GOIOJP_33190	fapA	Flagellar assembly protein FapA, interacts with EIIAGlc	COG:COG1315, COG:N, RefSeq:WP_106019198.1, SO:0001217, UniParc:UPI000D038530, UniRef:UniRef100_UPI000D038530, UniRef:UniRef50_Q0SNP4, UniRef:UniRef90_Q0SNP4
DOEPLN_01305	cds	1	1365	+	GOIOJP_33195		Outer membrane protein	RefSeq:WP_002662927.1, SO:0001217, UniParc:UPI00017F383B, UniRef:UniRef100_UPI00017F383B, UniRef:UniRef50_O51137, UniRef:UniRef90_O51137
DOEPLN_01550	cds	1	261	+	GOIOJP_33200		hypothetical protein	PFAM:PF05714.15
DOEPLN_01595	cds	1	936	+	GOIOJP_33205	nagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	COG:COG1940, COG:GK, RefSeq:WP_002660752.1, SO:0001217, UniParc:UPI00016C518D, UniRef:UniRef100_O51771, UniRef:UniRef50_A0A142JAC9, UniRef:UniRef90_A0A1G4P212
DOEPLN_01600	cds	1	1836	+	GOIOJP_33210		hypothetical protein	PFAM:PF13558.10
DOEPLN_01685	cds	1	1134	+	GOIOJP_33215		Transposase	KEGG:K07496, RefSeq:WP_014540834.1, SO:0001217, UniParc:UPI0001F238F8, UniRef:UniRef100_UPI0001F238F8, UniRef:UniRef50_Q09GR9, UniRef:UniRef90_Q09GR9
DOEPLN_01930	cds	1	549	+	GOIOJP_33220	rplE	50S ribosomal protein L5	COG:COG0094, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02931, RefSeq:WP_002557081.1, SO:0001217, UniParc:UPI00000574D2, UniRef:UniRef100_O51443, UniRef:UniRef50_B2ITP3, UniRef:UniRef90_O51443
DOEPLN_01975	cds	1	1365	+	GOIOJP_33225	mgtE	magnesium transporter	GO:0015095, GO:0015693, RefSeq:WP_002656065.1, SO:0001217, UniParc:UPI00000B3AAE, UniRef:UniRef100_P94251, UniRef:UniRef50_O50166, UniRef:UniRef90_O50166
DOEPLN_02095	cds	1	1779	+	GOIOJP_33230	pepP	Xaa-Pro aminopeptidase	COG:COG0006, COG:E, EC:3.4.11.9, KEGG:K01262, RefSeq:WP_014540568.1, SO:0001217, UniParc:UPI0001F23A38, UniRef:UniRef100_UPI0001F23A38, UniRef:UniRef50_B5RKW6, UniRef:UniRef90_A0A7W9ZKR1
DOEPLN_02175	cds	1	1437	+	GOIOJP_33235	zwf	glucose-6-phosphate dehydrogenase	COG:COG0364, COG:G, EC:1.1.1.49, GO:0004345, GO:0006006, GO:0006098, GO:0050661, KEGG:K00036, RefSeq:WP_010254503.1, SO:0001217, UniParc:UPI00017F33B3, UniRef:UniRef100_UPI00017F33B3, UniRef:UniRef50_O51581, UniRef:UniRef90_O51581
DOEPLN_02250	cds	1	483	+	GOIOJP_33240	queA	(pseudo) tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	EC:2.4.99.17, GO:0005737, GO:0006400, GO:0008616, GO:0051075, KEGG:K07568, SO:0001217, UniRef:UniRef50_O51053, UniRef:UniRef90_O51053
DOEPLN_02260	cds	1	321	+	GOIOJP_33245	ruvB	Holliday junction branch migration DNA helicase RuvB	SO:0001217, UniRef:UniRef50_A0A086D466
DOEPLN_02315	cds	1	1329	+	GOIOJP_33250	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	COG:COG0064, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0006424, GO:0030956, GO:0050566, GO:0050567, SO:0001217, UniRef:UniRef50_O51316, UniRef:UniRef90_O51316
DOEPLN_02405	cds	1	480	+	GOIOJP_33255		hypothetical protein	
DOEPLN_02415	cds	1	1881	+	GOIOJP_33260	parC	DNA topoisomerase IV subunit A	COG:COG0188, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005886, GO:0006265, RefSeq:WP_002656217.1, SO:0001217, UniParc:UPI0000057310, UniRef:UniRef100_O51066, UniRef:UniRef50_O51066, UniRef:UniRef90_O51066
DOEPLN_02420	cds	1	540	+	GOIOJP_33265		P13 family porin	RefSeq:WP_024705838.1, SO:0001217, UniParc:UPI0004277ADB, UniRef:UniRef100_UPI0004277ADB, UniRef:UniRef50_A0A7I6GVC8, UniRef:UniRef90_A0A1L6VSE9
DOEPLN_02425	cds	1	459	+	GOIOJP_33270	smpB	SsrA-binding protein	COG:COG0691, COG:O, GO:0003723, GO:0005737, GO:0006450, GO:0070929, SO:0001217, UniRef:UniRef50_O51064, UniRef:UniRef90_O51064
DOEPLN_02490	cds	1	747	+	GOIOJP_33275	nIF3	Nif3-like dinuclear metal center hexameric protein	COG:COG0327, COG:H, GO:0005737, GO:0008150, GO:0046872, GO:0051540, RefSeq:WP_106019179.1, SO:0001217, UniParc:UPI000D0473D9, UniRef:UniRef100_UPI000D0473D9, UniRef:UniRef50_O51424, UniRef:UniRef90_O51424
DOEPLN_02550	cds	1	459	+	GOIOJP_33280		Septum formation initiator family protein	RefSeq:WP_002557334.1, SO:0001217, UniParc:UPI00016B27E6, UniRef:UniRef100_A0A7U8EXL4, UniRef:UniRef50_A0A7I6GWX8, UniRef:UniRef90_A0A7I6GWX8
DOEPLN_02600	cds	1	2472	+	GOIOJP_33285	hrpA	ATP-dependent RNA helicase HrpA	COG:COG1643, COG:J, EC:3.6.4.13, GO:0003676, GO:0003724, GO:0005524, GO:0016887, RefSeq:WP_002663902.1, SO:0001217, UniParc:UPI00017F2E8E, UniRef:UniRef100_UPI00017F2E8E, UniRef:UniRef50_O51767, UniRef:UniRef90_O51767
DOEPLN_02605	cds	1	684	+	GOIOJP_33290		hypothetical protein	PFAM:PF13368.10
DOEPLN_02690	cds	1	534	+	GOIOJP_33295		hypothetical protein	
DOEPLN_02700	cds	1	600	+	GOIOJP_33300		Ribonuclease H1 N-terminal domain-containing protein	RefSeq:WP_002656992.1, SO:0001217, UniParc:UPI00016B3615, UniRef:UniRef100_A0A7U8I7Q7, UniRef:UniRef50_O51779, UniRef:UniRef90_O51779
DOEPLN_02730	cds	1	2448	+	GOIOJP_33305	smc	Chromosome segregation ATPase Smc	COG:COG1196, COG:D, RefSeq:WP_002663040.1, SO:0001217, UniParc:UPI00017F3449, UniRef:UniRef100_UPI00017F3449, UniRef:UniRef50_A0A0A7UWW1, UniRef:UniRef90_A0A1L6VP21
DOEPLN_02770	cds	1	396	+	GOIOJP_33310		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0002BB25FE, UniRef:UniRef90_UPI0002BB25FE
DOEPLN_02775	cds	1	396	+	GOIOJP_33315		hypothetical protein	
DOEPLN_02815	cds	1	2307	+	GOIOJP_33320	tamB	translocation/assembly module TamB domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001E34CEE2, UniRef:UniRef90_UPI001E34CEE2
DOEPLN_02860	cds	1	2802	+	GOIOJP_33325	pqqL	putative Zn-dependent peptidase, M16 family	COG:COG0612, COG:R, EC:3.4.24.-, KEGG:K07263, RefSeq:WP_106019174.1, SO:0001217, UniParc:UPI000D02EB6E, UniRef:UniRef100_UPI000D02EB6E, UniRef:UniRef50_A0A7W9ZJI6, UniRef:UniRef90_A0A7W9ZJI6
DOEPLN_02905	cds	1	606	+	GOIOJP_33330		hypothetical protein	
DOEPLN_02960	cds	1	810	+	GOIOJP_33335		TIGR02757 family protein	RefSeq:WP_014540704.1, SO:0001217, UniParc:UPI0001F23A0B, UniRef:UniRef100_UPI0001F23A0B, UniRef:UniRef50_Q0SMY0, UniRef:UniRef90_Q0SMY0
DOEPLN_02990	cds	1	858	+	GOIOJP_33340	cheR	Methylase of chemotaxis methyl-accepting proteins	COG:COG1352, COG:T, RefSeq:WP_002557008.1, SO:0001217, UniParc:UPI0000057486, UniRef:UniRef100_O51375, UniRef:UniRef50_B5RLX2, UniRef:UniRef90_A0A7I6GW82
DOEPLN_03000	cds	1	525	+	GOIOJP_33345		CheB-type methylesterase domain-containing protein	SO:0001217, UniRef:UniRef50_I0FCJ4
DOEPLN_03010	cds	1	1515	+	GOIOJP_33350	ptsG2	Phosphotransferase system IIB components	COG:COG1264, COG:G, SO:0001217, UniRef:UniRef50_B5RLJ0, UniRef:UniRef90_A0A7I6GVL3
DOEPLN_03020	cds	25	450	+	GOIOJP_33355	ssb	Single-stranded DNA-binding protein	COG:COG0629, COG:L, GO:0003697, GO:0006260, SO:0001217, UniRef:UniRef50_O51141, UniRef:UniRef90_O51141
