#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
OPGCJE_05380	1	513	+	GOIOJP_42175	19.4	5.6		
OPGCJE_05465	1	378	+	GOIOJP_42190	13.2	10.2		
OPGCJE_05510	49	678	+	GOIOJP_42195	24.7	9.1		
OPGCJE_05600	1	558	+	GOIOJP_42210	20.8	7.8		
OPGCJE_05700	1	417	+	GOIOJP_42240	16.2	9.0		
OPGCJE_05750	1	351	+	GOIOJP_42245	12.5	9.5		
OPGCJE_05790	1	429	+	GOIOJP_42250	16.5	5.8		
OPGCJE_05830	1	264	+	GOIOJP_42260	9.9	9.7	PF01230.27|HIT	PFAM:PF01230.27
MJKDNI_06475	1	420	+	GOIOJP_42270	15.4	5.7		
MJKDNI_06480	1	252	+	GOIOJP_42275	9.0	5.2		
MJKDNI_06490	1	303	+	GOIOJP_42280	11.1	7.8		
BCEJLH_05240	1	300	+	GOIOJP_42325	11.3	8.7		SO:0001217, UniRef:UniRef50_UPI001CA53C9D
BCEJLH_06400	1	348	+	GOIOJP_42335	12.5	4.7		SO:0001217, UniRef:UniRef50_A0A806C3F4
DCNGMD_04445	1	444	+	GOIOJP_42375	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
DCNGMD_04455	1	339	+	GOIOJP_42385	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
DCNGMD_04460	1	834	+	GOIOJP_42390	31.4	6.4		RefSeq:WP_012672272.1, SO:0001217, UniParc:UPI00016C3984, UniRef:UniRef100_A0A7U3YB63, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
AINDPC_05675	1	369	+	GOIOJP_42475	14.6	9.0		
AINDPC_06215	1	234	+	GOIOJP_42485	8.6	6.2	PF02524.18|KID	PFAM:PF02524.18
AINDPC_06220	1	222	+	GOIOJP_42490	8.2	6.1	PF02524.18|KID	PFAM:PF02524.18
AGLDFM_06240	1	252	+	GOIOJP_42510	10.3	9.9		
JGLACM_05755	1	414	+	GOIOJP_42540	16.0	5.1		SO:0001217, UniRef:UniRef50_B8F1B9
JEFGCL_06310	1	315	+	GOIOJP_42600	12.6	8.8	PF03481.17|Sua5_C	PFAM:PF03481.17, SO:0001217, UniRef:UniRef50_H7C642
JEFGCL_06350	1	267	+	GOIOJP_42605	9.9	4.4	PF13614.10|AAA_31	PFAM:PF13614.10
ODHGCC_05140	1	357	+	GOIOJP_42650	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
ODHGCC_05155	1	684	+	GOIOJP_42655	26.7	9.4		RefSeq:WP_010258240.1, SO:0001217, UniParc:UPI00016B30E1, UniRef:UniRef100_A0A7U4DIN3, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
ODHGCC_06565	1	390	+	GOIOJP_42680	14.7	5.1		
IKEOAE_01990	1	1800	+	GOIOJP_42695	70.3	4.7		
IKEOAE_04795	1	543	+	GOIOJP_42735	20.3	10.0		
IKEOAE_05415	1	294	+	GOIOJP_42765	11.0	10.3		
IKEOAE_05515	1	339	+	GOIOJP_42775	11.4	8.5		
IKEOAE_05660	1	294	+	GOIOJP_42805	11.3	9.9		
GDCPBO_06580	1	297	+	GOIOJP_42825	10.9	10.0		
GDCPBO_06605	1	294	+	GOIOJP_42830	11.3	10.7		
GDCPBO_06610	1	288	+	GOIOJP_42835	9.9	9.8		
GDCPBO_06620	1	351	+	GOIOJP_42840	12.6	10.0		
GDCPBO_06635	1	252	+	GOIOJP_42845	8.8	9.8		
MKFFHO_06135	1	888	+	GOIOJP_42865	28.3	7.6		
BNEPOF_06160	1	288	+	GOIOJP_42885	11.1	9.5		
LBBLAB_04340	1	2124	+	GOIOJP_42900	83.7	8.6		
ABLKMC_05705	1	366	+	GOIOJP_42905	14.6	4.9		SO:0001217, UniRef:UniRef50_A0A806C6L0
BPGJEN_04825	1	285	+	GOIOJP_42925	10.6	5.1		
BPGJEN_05455	1	357	+	GOIOJP_42940	12.8	5.7		
BPGJEN_05680	1	228	+	GOIOJP_42950	8.1	9.5		
BPGJEN_05710	1	660	+	GOIOJP_42955	25.7	9.0		
KBGDIC_06330	1	222	+	GOIOJP_42985	8.4	4.1		SO:0001217, UniRef:UniRef50_B8F1B5
KBGDIC_06355	1	498	+	GOIOJP_42990	18.7	4.9		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
KBGDIC_06515	1	306	+	GOIOJP_42995	11.5	9.4	PF17863.5|AAA_lid_2	PFAM:PF17863.5
DLPEHP_06045	1	627	+	GOIOJP_43020	24.7	9.9		
MBAGOF_00555	1	408	+	GOIOJP_43025	16.1	9.7		SO:0001217, UniRef:UniRef50_UPI001E5714E2
MBAGOF_02945	1	576	+	GOIOJP_43045	21.0	7.9		
MBAGOF_03695	1	768	+	GOIOJP_43060	29.2	7.7	PF00515.32|TPR_1, PF07719.21|TPR_2, PF13181.10|TPR_8	PFAM:PF00515.32, PFAM:PF07719.21, PFAM:PF13181.10
MBAGOF_03880	1	1008	+	GOIOJP_43070	37.4	8.8	PF00005.31|ABC_tran, PF13304.10|AAA_21	PFAM:PF00005.31, PFAM:PF13304.10
MBAGOF_04100	1	282	+	GOIOJP_43075	10.9	9.6		
MBAGOF_04475	1	276	+	GOIOJP_43090	10.8	9.3		
MBAGOF_04645	1	249	+	GOIOJP_43120	9.5	4.9		SO:0001217, UniRef:UniRef50_Q0SLG5
MBAGOF_04800	1	504	+	GOIOJP_43125	19.8	4.9		
MBAGOF_05065	1	441	+	GOIOJP_43130	16.5	9.0		
AJNMHO_04720	1	444	+	GOIOJP_43165	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
AJNMHO_04730	1	339	+	GOIOJP_43175	13.1	5.0		RefSeq:WP_012622691.1, SO:0001217, UniParc:UPI00016B3624, UniRef:UniRef100_UPI00016B3624, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
AJNMHO_04770	1	783	+	GOIOJP_43185	29.8	6.5		SO:0001217, UniRef:UniRef50_A0A0H3C5I5, UniRef:UniRef90_UPI000D02D3F1
AJNMHO_06560	1	579	+	GOIOJP_43215	23.5	10.4		
AJNMHO_06640	1	258	+	GOIOJP_43220	10.2	4.8		
OHNFKK_04920	1	276	+	GOIOJP_43255	10.7	8.9		RefSeq:WP_012622654.1, SO:0001217, UniParc:UPI00016B3A30, UniRef:UniRef100_A0A9N7BD28, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
OHNFKK_06325	1	330	+	GOIOJP_43265	11.8	5.3		
OHNFKK_06390	1	303	+	GOIOJP_43275	11.9	9.0		
OHNFKK_06445	1	264	+	GOIOJP_43280	9.9	10.0		SO:0001217, UniRef:UniRef50_B8F1S7, UniRef:UniRef90_UPI00017F3022
OHNFKK_06475	1	372	+	GOIOJP_43285	14.6	9.8		
NKPDPH_06080	1	222	+	GOIOJP_43295	9.2	11.1		
HBLBAA_05755	1	372	+	GOIOJP_43350	14.2	7.6		
HBLBAA_06120	1	417	+	GOIOJP_43365	15.3	5.1		SO:0001217, UniRef:UniRef50_UPI000D0475BA, UniRef:UniRef90_UPI001E32276F
HBLBAA_06145	1	261	+	GOIOJP_43370	9.6	7.9	PF00005.31|ABC_tran	PFAM:PF00005.31
HBPCIE_04250	31	264	+	GOIOJP_43460	9.1	9.7		
HBPCIE_05030	1	591	+	GOIOJP_43480	24.1	10.0		
BAPHAO_06520	1	498	+	GOIOJP_43505	18.5	5.3		SO:0001217, UniRef:UniRef50_G0ANT6
FOFEKF_06355	1	447	+	GOIOJP_43525	17.2	9.7	PF13847.10|Methyltransf_31	PFAM:PF13847.10
PODAON_00420	1	1767	+	GOIOJP_43555	69.4	8.5		
PODAON_00425	1	366	+	GOIOJP_43560	14.4	8.8		SO:0001217, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI00017F37C6
PODAON_00525	1	282	+	GOIOJP_43565	11.3	7.9		
PODAON_01410	1	225	+	GOIOJP_43630	8.2	7.9		
PODAON_03680	1	366	+	GOIOJP_43635	14.3	9.0	PF03705.19|CheR_N	PFAM:PF03705.19
PODAON_05685	1	471	+	GOIOJP_43645	18.3	9.2		
PODAON_07230	1	465	+	GOIOJP_43955	17.8	6.7	PF02524.18|KID	PFAM:PF02524.18
PODAON_07235	1	270	+	GOIOJP_43960	10.4	7.9		
PODAON_07270	1	399	+	GOIOJP_43970	15.5	9.2	PF18135.5|Type_ISP_C	PFAM:PF18135.5
PODAON_07490	1	375	+	GOIOJP_44015	14.3	9.2		RefSeq:WP_010259364.1, SO:0001217, UniParc:UPI00017F34D2, UniRef:UniRef100_UPI00017F34D2, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
PODAON_07500	1	375	+	GOIOJP_44025	14.0	5.6		RefSeq:WP_012686424.1, SO:0001217, UniParc:UPI00017F3FCA, UniRef:UniRef100_UPI00017F3FCA, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
PODAON_07520	1	780	+	GOIOJP_44030	29.9	8.8		RefSeq:WP_012686434.1, SO:0001217, UniParc:UPI00017F3FC8, UniRef:UniRef100_UPI00017F3FC8, UniRef:UniRef90_Q66YQ9
PODAON_07805	1	273	+	GOIOJP_44065	10.6	9.6		
PODAON_08295	1	234	+	GOIOJP_44105	8.8	4.6		
PODAON_08495	1	408	+	GOIOJP_44140	14.8	9.0		
PODAON_08545	1	366	+	GOIOJP_44160	14.4	8.9		
PODAON_08550	1	642	+	GOIOJP_44165	25.1	9.4		
PODAON_08645	1	435	+	GOIOJP_44245	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
JNPIIN_01865	1	216	+	GOIOJP_44395	8.0	9.5		
JNPIIN_01960	1	510	+	GOIOJP_44415	18.1	9.1		
JNPIIN_01965	1	285	+	GOIOJP_44420	10.2	7.9		
JNPIIN_02960	1	378	+	GOIOJP_44495	13.9	5.6		RefSeq:WP_015899368.1, SO:0001217, UniParc:UPI00000568C3, UniRef:UniRef100_UPI00000568C3, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
JNPIIN_02970	1	585	+	GOIOJP_44500	22.1	5.3		RefSeq:WP_052403610.1, SO:0001217, UniParc:UPI0003233FA8, UniRef:UniRef100_UPI0003233FA8, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
JNPIIN_04525	1	927	+	GOIOJP_44605	36.5	9.1		
JNPIIN_04610	1	2463	+	GOIOJP_44640	96.8	7.5		
JNPIIN_04615	1	1029	+	GOIOJP_44645	39.5	9.2		
JNPIIN_09155	1	228	+	GOIOJP_44705	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
BDGONP_00005	1	984	+	GOIOJP_44730	36.9	8.6	PF02985.26|HEAT, PF13646.10|HEAT_2	PFAM:PF02985.26, PFAM:PF13646.10
BDGONP_04710	1	561	+	GOIOJP_44965	22.0	9.3	PF00408.24|PGM_PMM_IV	PFAM:PF00408.24
BDGONP_05600	1	447	+	GOIOJP_45065	17.2	6.9		
BDGONP_05705	1	354	+	GOIOJP_45075	14.2	9.4	PF18135.5|Type_ISP_C	PFAM:PF18135.5
BDGONP_05850	1	765	+	GOIOJP_45100	29.1	9.8		RefSeq:WP_012666163.1, SO:0001217, UniParc:UPI000195DFDA, UniRef:UniRef100_UPI000195DFDA, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
BDGONP_05855	1	765	+	GOIOJP_45105	29.1	9.8		RefSeq:WP_012666163.1, SO:0001217, UniParc:UPI000195DFDA, UniRef:UniRef100_UPI000195DFDA, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
BDGONP_05880	1	375	+	GOIOJP_45125	14.3	9.2		RefSeq:WP_010259364.1, SO:0001217, UniParc:UPI00017F34D2, UniRef:UniRef100_UPI00017F34D2, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
BDGONP_05890	1	375	+	GOIOJP_45130	14.0	5.6		RefSeq:WP_012666144.1, SO:0001217, UniParc:UPI00017F3739, UniRef:UniRef100_UPI00017F3739, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
BDGONP_05910	1	780	+	GOIOJP_45140	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
BDGONP_06070	1	270	+	GOIOJP_45165	11.0	10.0		
BDGONP_06345	1	321	+	GOIOJP_45200	12.2	6.7		RefSeq:WP_012665383.1, SO:0001217, UniParc:UPI00017F351C, UniRef:UniRef100_UPI00017F351C, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001FB14519
BDGONP_06410	1	270	+	GOIOJP_45220	11.0	10.0		
BDGONP_06525	1	591	+	GOIOJP_45235	24.2	10.0		
BDGONP_07440	1	1398	+	GOIOJP_45265	52.8	6.5		RefSeq:WP_096890892.1, SO:0001217, UniParc:UPI000BC31E02, UniRef:UniRef100_UPI000BC31E02, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
DLGLDB_05815	1	228	+	GOIOJP_45315	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
DLGLDB_06190	1	378	+	GOIOJP_45355	13.9	5.6		RefSeq:WP_015899368.1, SO:0001217, UniParc:UPI00000568C3, UniRef:UniRef100_UPI00000568C3, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
DLGLDB_06200	1	585	+	GOIOJP_45360	22.1	5.3		RefSeq:WP_052403610.1, SO:0001217, UniParc:UPI0003233FA8, UniRef:UniRef100_UPI0003233FA8, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
DLGLDB_06500	1	291	+	GOIOJP_45395	10.4	8.3		
DLGLDB_06925	1	276	+	GOIOJP_45420	10.4	9.9		SO:0001217, UniRef:UniRef50_O50768, UniRef:UniRef90_O50768
DLGLDB_08785	1	363	+	GOIOJP_45560	14.2	7.9		
DLGLDB_08790	1	870	+	GOIOJP_45565	32.9	7.0		
DLGLDB_08805	1	285	+	GOIOJP_45580	10.5	9.5		
DLGLDB_08810	1	273	+	GOIOJP_45585	9.6	4.1		
DLGLDB_08820	1	546	+	GOIOJP_45590	19.8	5.2		
DLGLDB_08935	1	282	+	GOIOJP_45595	10.5	9.3		
ILCFLL_00985	1	240	+	GOIOJP_45700	9.3	5.1		SO:0001217, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
ILCFLL_00990	1	276	+	GOIOJP_45705	11.2	10.0		SO:0001217, UniRef:UniRef50_A0A1L6VV06
ILCFLL_07060	1	411	+	GOIOJP_45805	15.9	7.6		SO:0001217, UniRef:UniRef50_UPI001E473841
ILCFLL_07090	1	339	+	GOIOJP_45835	13.6	9.7		
ILCFLL_08785	1	261	+	GOIOJP_45905	10.1	5.0		
ILCFLL_08860	73	414	+	GOIOJP_45940	13.0	9.0		
ILCFLL_09755	1	519	+	GOIOJP_46050	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
NMGGBL_00090	1	630	+	GOIOJP_46150	24.1	10.1		
NMGGBL_04790	1	432	+	GOIOJP_46250	16.6	9.5		
NMGGBL_05185	31	162	+	GOIOJP_46325	4.6	10.4		
NMGGBL_05480	1	285	+	GOIOJP_46330	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
NMGGBL_06475	1	567	+	GOIOJP_46390	21.8	8.8		RefSeq:WP_010883820.1, SO:0001217, UniParc:UPI00000576C6, UniRef:UniRef100_Q9S0A4, UniRef:UniRef90_Q9S073
NMGGBL_07450	1	228	+	GOIOJP_46470	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
NMGGBL_07895	1	225	+	GOIOJP_46495	8.4	9.7		
NMGGBL_08865	1	285	+	GOIOJP_46540	11.1	7.9		RefSeq:WP_010890344.1, SO:0001217, UniParc:UPI00000568A7, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
JHAJMJ_03110	1	285	+	GOIOJP_46660	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
JHAJMJ_03565	1	639	+	GOIOJP_46680	24.3	5.5	PF05714.15|PFam54_60	PFAM:PF05714.15
JHAJMJ_03985	1	594	+	GOIOJP_46765	22.7	9.1		RefSeq:WP_010890382.1, SO:0001217, UniParc:UPI0000056917, UniRef:UniRef100_O50923, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
JHAJMJ_04700	1	228	+	GOIOJP_46825	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
EINKDK_00300	1	384	+	GOIOJP_46965	14.5	4.3		
EINKDK_00305	1	657	+	GOIOJP_46970	25.3	5.4		
EINKDK_05065	1	540	+	GOIOJP_47080	21.9	7.7		
EINKDK_05580	1	264	+	GOIOJP_47190	10.3	8.8		
EINKDK_05595	1	585	+	GOIOJP_47200	22.6	8.6		
EINKDK_05605	1	498	+	GOIOJP_47210	17.9	12.0		
EINKDK_05650	1	585	+	GOIOJP_47220	22.6	8.6		
EINKDK_05660	1	498	+	GOIOJP_47230	17.9	12.0		
FIJLKB_00005	1	225	+	GOIOJP_47245	8.6	5.6		
FIJLKB_00890	1	525	+	GOIOJP_47290	18.7	8.6		
FIJLKB_00905	1	525	+	GOIOJP_47295	18.7	8.6		
FIJLKB_01985	1	378	+	GOIOJP_47375	13.9	5.6		RefSeq:WP_015899368.1, SO:0001217, UniParc:UPI00000568C3, UniRef:UniRef100_UPI00000568C3, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
FIJLKB_01995	1	585	+	GOIOJP_47380	22.1	5.3		RefSeq:WP_052403610.1, SO:0001217, UniParc:UPI0003233FA8, UniRef:UniRef100_UPI0003233FA8, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
BFLINL_00285	1	228	+	GOIOJP_47635	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
BFLINL_00610	1	180	+	GOIOJP_47660	6.3	7.8		
BFLINL_01475	1	378	+	GOIOJP_47710	13.9	5.6		RefSeq:WP_015899368.1, SO:0001217, UniParc:UPI00000568C3, UniRef:UniRef100_UPI00000568C3, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
BFLINL_01485	1	585	+	GOIOJP_47715	22.1	5.3		RefSeq:WP_052403610.1, SO:0001217, UniParc:UPI0003233FA8, UniRef:UniRef100_UPI0003233FA8, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
BFLINL_02630	1	279	+	GOIOJP_47770	10.7	4.5		
BFLINL_03155	1	519	+	GOIOJP_47800	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
BFLINL_04030	1	171	+	GOIOJP_47825	6.8	5.2		
BFLINL_04525	13	426	+	GOIOJP_47895	15.7	6.0		
OIEKNL_00010	1	693	+	GOIOJP_47995	27.0	9.3		SO:0001217, UniRef:UniRef50_UPI001E65816C, UniRef:UniRef90_UPI001E65816C
OIEKNL_00280	1	411	+	GOIOJP_48025	15.7	8.6		KEGG:K09797, SO:0001217, UniParc:UPI00019821B1, UniRef:UniRef100_A0A7U3YAV4, UniRef:UniRef50_A0A7U3YAV4, UniRef:UniRef90_A0A7U3YAV4
OIEKNL_01585	1	639	+	GOIOJP_48135	23.9	5.7	PF00496.26|SBP_bac_5	PFAM:PF00496.26
OIEKNL_01825	1	489	+	GOIOJP_48190	19.3	4.8		
OIEKNL_02265	1	1137	+	GOIOJP_48230	43.1	9.2		SO:0001217, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
OIEKNL_07125	1	264	+	GOIOJP_48240	9.6	9.9	PF00933.25|Glyco_hydro_3	PFAM:PF00933.25
OIEKNL_07300	1	267	+	GOIOJP_48280	9.9	9.1		
OIEKNL_08560	1	387	+	GOIOJP_48335	14.7	4.7	PF02524.18|KID	PFAM:PF02524.18
OIEKNL_08570	34	669	+	GOIOJP_48345	26.2	8.9		
OIEKNL_08575	1	270	+	GOIOJP_48350	10.7	4.8		
OIEKNL_08870	1	414	+	GOIOJP_48395	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
OIEKNL_08880	1	372	+	GOIOJP_48405	13.9	8.5		RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
OIEKNL_08900	1	780	+	GOIOJP_48420	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
IPABFC_00315	1	423	+	GOIOJP_48430	16.7	9.7		
IPABFC_00320	34	243	+	GOIOJP_48435	8.2	9.6		
IPABFC_00405	1	630	+	GOIOJP_48445	23.5	7.7	PF00496.26|SBP_bac_5	PFAM:PF00496.26
IPABFC_00590	1	246	+	GOIOJP_48450	9.5	4.4		
IPABFC_00855	1	708	+	GOIOJP_48455	26.5	9.7	PF04101.20|Glyco_tran_28_C	PFAM:PF04101.20
IPABFC_00870	1	543	+	GOIOJP_48465	21.0	8.7		
IPABFC_00930	1	543	+	GOIOJP_48490	21.0	8.7		
IPABFC_00990	1	543	+	GOIOJP_48520	21.0	8.7		
IPABFC_01570	1	897	+	GOIOJP_48565	34.9	6.2		
IPABFC_01575	1	813	+	GOIOJP_48570	31.2	9.5	PF13570.10|PQQ_3	PFAM:PF13570.10
IPABFC_05420	1	366	+	GOIOJP_48600	14.3	9.0	PF03705.19|CheR_N	PFAM:PF03705.19
IPABFC_05450	1	258	+	GOIOJP_48625	9.8	9.8	PF00990.25|GGDEF	PFAM:PF00990.25
IPABFC_05495	1	1293	+	GOIOJP_48660	51.0	8.9		
IPABFC_05500	64	360	+	GOIOJP_48665	11.2	5.3		
IPABFC_05530	1	357	+	GOIOJP_48685	13.6	5.9	PF00308.22|Bac_DnaA	PFAM:PF00308.22
IPABFC_05540	1	672	+	GOIOJP_48690	24.6	5.6	PF02518.30|HATPase_c	PFAM:PF02518.30
IPABFC_05545	1	1152	+	GOIOJP_48695	43.8	9.0	PF00204.29|DNA_gyraseB	PFAM:PF00204.29
IPABFC_05555	1	591	+	GOIOJP_48705	22.5	4.9	PF03989.17|DNA_gyraseA_C	PFAM:PF03989.17
IPABFC_05560	1	357	+	GOIOJP_48710	12.9	9.6	PF03989.17|DNA_gyraseA_C	PFAM:PF03989.17
IPABFC_05750	1	465	+	GOIOJP_48895	17.1	9.6		
IPABFC_05765	1	378	+	GOIOJP_48905	14.7	9.9		
IPABFC_05770	1	636	+	GOIOJP_48910	24.5	9.6	PF01476.24|LysM	PFAM:PF01476.24
IPABFC_05915	1	216	+	GOIOJP_48940	8.7	9.6		
IPABFC_06230	1	591	+	GOIOJP_48950	22.3	6.8		
IPABFC_06550	1	288	+	GOIOJP_48985	10.2	7.9		
IPABFC_06570	97	360	+	GOIOJP_49005	10.2	10.4		
IPABFC_06695	1	402	+	GOIOJP_49075	15.2	8.9		
IPABFC_06710	1	249	+	GOIOJP_49085	9.3	7.8		
IPABFC_06740	1	435	+	GOIOJP_49110	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
IPABFC_06815	1	543	+	GOIOJP_49130	21.0	8.7		
IPABFC_06905	1	306	+	GOIOJP_49175	12.0	9.9	PF05714.15|PFam54_60	PFAM:PF05714.15
IPABFC_06950	1	363	+	GOIOJP_49180	13.7	9.9		
IPABFC_07020	1	615	+	GOIOJP_49245	24.1	7.7	PF00149.32|Metallophos	PFAM:PF00149.32
IPABFC_07215	1	282	+	GOIOJP_49285	10.3	4.8		
IPABFC_07220	1	258	+	GOIOJP_49290	8.9	9.4		
IPABFC_07245	1	201	+	GOIOJP_49295	7.2	9.9		
IPABFC_07305	1	258	+	GOIOJP_49310	9.9	9.6		
IPABFC_07685	1	864	+	GOIOJP_49350	32.2	9.7		
IPABFC_07700	1	414	+	GOIOJP_49355	16.5	9.4	PF01739.22|CheR	PFAM:PF01739.22
IPABFC_07750	1	291	+	GOIOJP_49360	11.3	5.2		
IPABFC_07790	1	363	+	GOIOJP_49370	13.7	7.9		
IPABFC_07855	1	459	+	GOIOJP_49390	17.7	8.7		
IPABFC_07860	1	441	+	GOIOJP_49395	16.9	8.0		
IPABFC_07865	1	258	+	GOIOJP_49400	10.2	9.7		
IPABFC_07870	1	408	+	GOIOJP_49405	14.9	4.5		
IPABFC_07895	1	423	+	GOIOJP_49415	16.7	9.7		
IPABFC_07900	1	171	+	GOIOJP_49420	6.6	5.3		
IPABFC_07925	1	561	+	GOIOJP_49440	21.9	6.2		
IPABFC_07930	1	1242	+	GOIOJP_49445	46.9	8.6	PF00204.29|DNA_gyraseB, PF02518.30|HATPase_c	PFAM:PF00204.29, PFAM:PF02518.30
IPABFC_07975	1	267	+	GOIOJP_49465	9.8	4.6	PF02463.23|SMC_N	PFAM:PF02463.23
IPABFC_08035	1	366	+	GOIOJP_49500	12.9	7.8		
IPABFC_08270	1	336	+	GOIOJP_49525	12.8	4.2		
BBHJGJ_00150	1	285	+	GOIOJP_49570	10.4	7.7	PF02463.23|SMC_N, PF13175.10|AAA_15, PF13304.10|AAA_21, PF13476.10|AAA_23, PF13555.10|AAA_29	PFAM:PF02463.23, PFAM:PF13175.10, PFAM:PF13304.10, PFAM:PF13476.10, PFAM:PF13555.10
BBHJGJ_00165	1	267	+	GOIOJP_49575	9.8	4.6	PF02463.23|SMC_N	PFAM:PF02463.23
BBHJGJ_00180	1	477	+	GOIOJP_49580	18.0	6.6		
BBHJGJ_00205	1	270	+	GOIOJP_49595	10.4	6.6		
BBHJGJ_00220	1	315	+	GOIOJP_49600	12.4	6.7		
BBHJGJ_00230	1	336	+	GOIOJP_49605	12.6	4.7		
