"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESI26","UCT109","UCT110","UCT113","UCT29","UCT30","UCT31","UCT32","UCT35","UCT50","UCT92","UCT96","UNY149","UNY169","UNY172","UNY193","UNY203","UNY208","URI101","URI102","URI103","URI107","URI111","URI112","URI117","URI118","URI120","URI33","URI34","URI36","URI39","URI40","URI41","URI42","URI44","URI46","URI47","URI48","URI56","URI86","URI87","URI88","URI89","URI91","URI93","UWI247","UWI248","UWI263","UWI283"
"group_2450","hypothetical protein","hypothetical protein","12","12","1","63","2430","1","1825","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","212","212","212","","AIHAAB_06605","","","","","GCGJFL_06530","","","","","AINDPC_06110","","","","KFEJKD_07270","","","KLACFF_06845","BOHBDJ_06590","","BAPHAO_06645","EGFPMN_06735","","","","OFFMIL_06145","","","","","BLADBF_06685","","LIJDDG_06170","","","","","","","","","CIPKDF_06815","","","","","",""
"group_2477","hypothetical protein","hypothetical protein","12","12","1","63","1163","1","765","","176","176","176","","","APIDPD_05145","","","DLCMNL_06015","","AMNIDF_05090","","","KCCBHE_05520","","NAHIGD_05350","","","","","","","","BIKOAE_05030","","","","","PIKJEB_05225","","","","","","","","","HFKOMI_05025","CENHHB_05080","GDCPBO_05095","","","GEBMJB_05060","","","","","","","","EMEHFM_05105",""
"group_308","Erf family protein","Erf family protein","12","12","1","63","2520","1","164","","575","950","918","","","APIDPD_06050","","","","","AMNIDF_05980","","","KCCBHE_06030","","NAHIGD_06220","","","KFEJKD_06210","","","","","BIKOAE_06020","","","JIDBHP_06010","","","","JHFDLE_06215","","","","","","","HFKOMI_06000","CENHHB_06010","GDCPBO_06210","","","GEBMJB_05970","","","","","","","","",""
"group_3099","Borrelia family protein","Borrelia family protein","12","12","1","63","2576","1","76","","206","206","206","","AIHAAB_06295","","","","","","AMNIDF_06160","","ANPAAP_06315","","","","","EFMOJC_06140","","","","","BOHBDJ_06270","","BAPHAO_06180","","","NKPDPH_05650","","","","","","","","","LIJDDG_05970","HFKOMI_06100","","","","","GEBMJB_06155","","OHAJAL_06415","","","","","","","LGKPKB_06100"
"group_395","Phage tail sheath protein","Phage tail sheath protein","12","12","1","63","2397","1","1592","","173","1112","929","","","","","DNBOAP_06555","","","","JODKDA_06225","","","","","GMPCOK_06410","EFMOJC_00090","","","","","","BIKOAE_05885","BAPHAO_06305","","","","","","JHFDLE_06405","","","","","KKNGOI_06160","","","","","HEGNPG_06565","","","","OHAJAL_06630","CIPKDF_06585","","","","AEKFMC_05930","",""
"Erf family protein","","Erf family protein","12","12","1","63","2563","1","231","","347","1010","756","","","APIDPD_06430","HCLMIK_05840","","","","","","","KCCBHE_06205","","","","","","","CGENMI_06050","KLACFF_06545","BOHBDJ_06335","","","","","","","OFFMIL_05980","","","","EPICMG_06225","","KKNGOI_06180","","","CENHHB_06385","","","","","NCOCKI_06375","","","DMHAMM_06355","","","","",""
"group_586","ORF09/2-9 ORF7","ORF09/2-9 ORF7","12","12","1","63","2450","1","1844","","302","605","456","CKDGNL_05595","AIHAAB_06540","APIDPD_06505","","","","","","","","","","NAHIGD_06365","","","KFEJKD_06470","","","","BOHBDJ_06525","","BAPHAO_06580","","","","","","","","HCFOCN_06470","","","","","","CENHHB_06500","","","EFDIJO_06315","GEBMJB_06300","","OHAJAL_06460","","","","","","",""
"group_664","Tyr recombinase domain-containing protein","Tyr recombinase domain-containing protein","12","12","1","63","2188","1","304","","254","797","618","CKDGNL_05510","","","","","","","","","","KCCBHE_05655","","","","","","","","","","","BAPHAO_06650","","","","","","JHFDLE_06000","AFNEPP_08045","HCFOCN_05525","","BLADBF_06205","","","","","GDCPBO_05670","HEGNPG_06150","","","","","","","AGFJGC_06405","GGIAGI_06130","","EMEHFM_04255",""
"group_799","DUF3890 domain-containing protein","DUF3890 domain-containing protein","12","12","1","63","2391","1","1669","","230","455","381","","AIHAAB_06350","","","DNBOAP_06390","","","","","","","AINDPC_06155","NAHIGD_06420","","EFMOJC_00125","","","","KLACFF_06480","","","BAPHAO_06265","","","","","","","","","","","","","","","","","","","","","CIPKDF_06445","","","GGIAGI_05915","AEKFMC_05810","EMEHFM_05830","LGKPKB_06245"
"group_920","DUF228 domain-containing protein","DUF228 domain-containing protein","12","12","1","65","1","35","1","Investigate","239","560","289","","","","","DNBOAP_06795","DLCMNL_06335","GCGJFL_06510","","JODKDA_06275","ANPAAP_06465","","","","","","","","","KLACFF_06900","","","","EGFPMN_06785","","","","","","","HCFOCN_06520","","","KKNGOI_06575","","HFKOMI_06330","","GDCPBO_06510","","","","","","","","","GGIAGI_05955","","",""
"group_924","Borrelia family protein PFam57/62","Borrelia family protein PFam57/62","12","12","1","63","1939","1","507","","1073","1073","1073","","AIHAAB_04725","","","","","","","","","","","","","","","","","KLACFF_04725","BOHBDJ_04725","","BAPHAO_04715","EGFPMN_04730","","","","","","","","","BLADBF_04730","KKNGOI_04735","LIJDDG_04730","","","","","","","NCOCKI_04725","","CIPKDF_04725","DMHAMM_04725","AGFJGC_04725","","","",""
"group_958","hypothetical protein","hypothetical protein","12","12","1","63","3007","1","1088","","296","851","732","","AIHAAB_06425","","","","","GCGJFL_06310","","","","","AINDPC_05910","NAHIGD_04725","","","","GDPOAI_03810","","KLACFF_06615","","","BAPHAO_06405","","","","","","","","","","","","","","","","HEGNPG_05215","","","NCOCKI_06445","","CIPKDF_06625","","AGFJGC_06590","","","","LGKPKB_05315"
"group_103","DUF276 domain-containing protein","DUF276 domain-containing protein","11","11","1","63","2811","1","1868","","152","878","468","","","","HCLMIK_06110","","","","","JODKDA_06135","ANPAAP_06335","KCCBHE_06380","","","","EFMOJC_01730","","GDPOAI_05485","","","","","","","","","","","JHFDLE_06445","AFNEPP_00530","HCFOCN_06270","EPICMG_06385","","","","","","","","","","","","","","","","","EMEHFM_05460",""
"group_1129","Putative phage integrase","Putative phage integrase","11","11","1","63","2141","1","1544","","776","794","780","","AIHAAB_06210","","","","","GCGJFL_05940","","","ANPAAP_05945","","","","","EFMOJC_01580","","","","","","","","EGFPMN_06150","","","","","","","","","BLADBF_06180","KKNGOI_06065","","","","","","","","NCOCKI_06125","","CIPKDF_06310","DMHAMM_06115","","","","","LGKPKB_05740"
"group_1150","tM2","Uncharacterized membrane protein YozV, TM2 domain, contains pTyr","11","11","1","63","1219","1","1517","","284","284","284","","","APIDPD_05665","","DNBOAP_05790","","GCGJFL_05595","","","","","","","","","","","","KLACFF_05970","","","","EGFPMN_05735","","","","","JHFDLE_06130","","","EPICMG_05640","","KKNGOI_05675","","","","","","","","","","CIPKDF_05745","DMHAMM_05675","AGFJGC_05900","","","",""
"group_1174","repU","RepU","11","11","1","63","1751","1","1139","","269","668","558","","","","","","","","","","","","","NAHIGD_05085","GMPCOK_04600","EFMOJC_00970","KFEJKD_02615","GDPOAI_02875","CGENMI_05075","","","","","","","","","","","","","","","","","","","","","","","","","","","AGFJGC_04765","GGIAGI_03945","AEKFMC_04190","EMEHFM_03030","LGKPKB_04925"
"group_1545","hypothetical protein","hypothetical protein","11","11","1","63","1177","1","1322","","119","119","119","","","","","DNBOAP_05605","","GCGJFL_05485","","","","","","","","","","","","KLACFF_05760","BOHBDJ_05855","","BAPHAO_05680","EGFPMN_05905","","","","","","","","","BLADBF_05700","KKNGOI_05450","LIJDDG_05560","","","","","","","NCOCKI_05660","","","","AGFJGC_05710","","","",""
"group_1606","adeC","Adenine deaminase","11","11","1","63","1766","1","601","","212","275","267","","","","","","","","","JODKDA_05400","","","","","GMPCOK_04645","EFMOJC_01015","","GDPOAI_03250","","","","","","","","","","","JHFDLE_05370","","HCFOCN_05415","","","","","","","","HEGNPG_05815","EFDIJO_05105","","","","","","","GGIAGI_03990","AEKFMC_04145","","LGKPKB_04970"
"putative antigen P35","","putative antigen P35","11","11","1","117","81","202","71","","185","194","185","","","","","","","","","","","","AINDPC_04885","","","","","","","KLACFF_05860","BOHBDJ_05600","","BAPHAO_05750","EGFPMN_05595","","","","","","","","EPICMG_05530","BLADBF_05800","","","","","","HEGNPG_05950","","","NCOCKI_05410","","","DMHAMM_05205","AGFJGC_05770","","","",""
"group_193","Cytosolic protein","Cytosolic protein","11","11","1","63","2361","1","1788","","497","959","875","CKDGNL_05670","","","","","","","","JODKDA_05840","ANPAAP_05885","","","","","","","GDPOAI_04690","","","BOHBDJ_06165","","","","","","","","","AFNEPP_05145","","","BLADBF_06430","","LIJDDG_06005","","","","","","","","OHAJAL_06435","","DMHAMM_06435","AGFJGC_06310","","","",""
"group_2012","Lipoprotein","Lipoprotein","11","11","1","63","2760","1","154","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","446","629","612","","","","HCLMIK_05765","","","","","","","KCCBHE_06020","","NAHIGD_05640","","","","","CGENMI_05455","","","BIKOAE_06125","","","","NKPDPH_05920","","","","","","","","","","HFKOMI_05790","","GDCPBO_05990","","","","","OHAJAL_06150","","","","GGIAGI_05225","AEKFMC_05625","",""
"group_2016","Lipoprotein","Lipoprotein","11","11","1","63","2530","1","210","","395","434","426","","","","HCLMIK_06495","","","","AMNIDF_06460","","","KCCBHE_06465","","NAHIGD_06405","","","","","CGENMI_06060","","","","","","JIDBHP_06265","","","","","","","","","","","HFKOMI_06375","CENHHB_06515","","","","","","OHAJAL_06645","","","","GGIAGI_06055","AEKFMC_05780","",""
"Bdr","","Bdr","11","11","1","63","2538","1","69","","557","557","557","","","","","DNBOAP_05875","","GCGJFL_05880","","","","","","","","","","","","KLACFF_06270","","","","","","","","","JHFDLE_05895","","HCFOCN_05945","EPICMG_06030","BLADBF_06290","","LIJDDG_05900","","","","HEGNPG_06515","","","","","CIPKDF_06455","DMHAMM_06340","","","","",""
"group_2168","hypothetical protein","hypothetical protein","11","11","1","63","3122","1","1193","","584","584","584","CKDGNL_04685","","","","DNBOAP_05365","","GCGJFL_05180","","","","","","","","","KFEJKD_01975","","","KLACFF_05310","","","BAPHAO_05300","","","","","","","","","","BLADBF_05215","KKNGOI_05220","LIJDDG_05215","","","","","","","NCOCKI_05205","","","","AGFJGC_05210","","","",""
"mlpF","","Lipoprotein MlpF","11","11","1","63","2478","1","175","","449","449","449","CKDGNL_06305","AIHAAB_06435","","","DNBOAP_06600","","","","","","","","","","","KFEJKD_06870","","","KLACFF_06635","","","BAPHAO_06445","","","","","","","","","EPICMG_06450","","KKNGOI_06425","","","","","","","","NCOCKI_06460","","CIPKDF_06655","DMHAMM_06520","","","","",""
"group_2327","chromosome replication/partitioning protein","chromosome replication/partitioning protein","11","11","1","63","1937","1","505","","182","182","182","","AIHAAB_04735","","","","","","","","","","","","","","","","","KLACFF_04735","BOHBDJ_04735","","BAPHAO_04725","","","","","","","","","","BLADBF_04740","KKNGOI_04745","LIJDDG_04740","","","","","","","NCOCKI_04735","","CIPKDF_04735","DMHAMM_04735","AGFJGC_04735","","","",""
"group_2332","pncA","pyrazinamidase/nicotinamidase PncA","11","11","1","63","1938","1","506","","536","536","536","","AIHAAB_04730","","","","","","","","","","","","","","","","","KLACFF_04730","BOHBDJ_04730","","BAPHAO_04720","EGFPMN_04735","","","","","","","","","","KKNGOI_04740","LIJDDG_04735","","","","","","","NCOCKI_04730","","CIPKDF_04730","DMHAMM_04730","AGFJGC_04730","","","",""
"ORF23/BdrA","","ORF23/BdrA","11","11","1","63","2717","1","249","","524","524","524","","","APIDPD_06195","","","DLCMNL_05995","","AMNIDF_06075","","","","","NAHIGD_06040","","","","","","","","BIKOAE_05875","","","JIDBHP_05980","","","","","","","","","","","HFKOMI_06030","CENHHB_06105","GDCPBO_06140","","","GEBMJB_06055","","","","","","","","EMEHFM_04630",""
"group_292","DUF1073 domain-containing protein","DUF1073 domain-containing protein","11","11","1","63","2861","1","1742","","158","1223","628","","","","","","","","","JODKDA_06200","ANPAAP_05995","","","NAHIGD_06330","GMPCOK_05885","EFMOJC_00065","","","","","","","","EGFPMN_06600","","","","","","AFNEPP_08015","HCFOCN_06370","","BLADBF_06550","","","","","GDCPBO_06450","","","","","","","","","","","EMEHFM_05850",""
"DUF244 domain-containing protein","","DUF244 domain-containing protein","11","11","1","63","2063","1","1953","","125","281","203","","","","","","","","","","","","","","GMPCOK_06015","","KFEJKD_07020","","","","BOHBDJ_05805","","BAPHAO_05905","","","","","","","","","EPICMG_05855","","KKNGOI_05930","","","","","HEGNPG_06140","","","NCOCKI_05865","","CIPKDF_06020","DMHAMM_05925","AGFJGC_06090","","","",""
"ORF05","","ORF05","11","11","1","63","2830","1","1799","","101","950","872","","","APIDPD_05735","","","DLCMNL_05395","","","","","KCCBHE_05765","","NAHIGD_05500","","","","","","","","BIKOAE_05555","","","JIDBHP_05540","","PIKJEB_05875","","","","","","","","","HFKOMI_05540","CENHHB_05645","GDCPBO_05740","","","GEBMJB_05510","","","","","","","","",""
"ORF04","","ORF04","11","11","1","63","2831","1","1800","","254","683","644","","","APIDPD_05740","","","DLCMNL_05390","","","","","KCCBHE_05770","","NAHIGD_05505","","","","","","","","BIKOAE_05560","","","JIDBHP_05545","","PIKJEB_05800","","","","","","","","","HFKOMI_05535","CENHHB_05640","GDCPBO_05735","","","GEBMJB_05515","","","","","","","","",""
"group_394","Lipoprotein","Lipoprotein","11","11","1","63","2288","1","1662","","1112","1112","1112","","","APIDPD_05930","","","DLCMNL_05745","","AMNIDF_05810","","","","","","","","","","","","","BIKOAE_05755","","","JIDBHP_05905","","","","","AFNEPP_04945","","","","","","HFKOMI_05710","CENHHB_05905","GDCPBO_05880","","","GEBMJB_05735","","","","","","","","","LGKPKB_05480"
"group_40","Outer membrane protein","Outer membrane protein","11","11","1","63","2827","1","1890","","464","1586","798","CKDGNL_05620","","","","","","","","","","","","NAHIGD_05770","","","","","CGENMI_05530","","","","","","JIDBHP_05885","","","","","","HCFOCN_05870","EPICMG_06500","","KKNGOI_06015","","","","","","EFDIJO_05645","","","","","DMHAMM_05860","","GGIAGI_05285","","","LGKPKB_05455"
"group_524","DUF1322 domain-containing protein","DUF1322 domain-containing protein","11","11","1","63","2303","1","1654","","236","236","236","CKDGNL_05835","AIHAAB_06170","APIDPD_06110","","DNBOAP_06305","DLCMNL_05900","","","","ANPAAP_06045","","","","GMPCOK_05950","","","","","","","","","","","","","","","","","","","","","HFKOMI_05945","","","","","","","OHAJAL_06170","CIPKDF_06250","DMHAMM_05850","","","","",""
"group_556","bppB","BppB","11","11","1","63","2064","1","1954","","425","425","425","","","","","","","","","","","","","","GMPCOK_06010","","KFEJKD_07025","","","","BOHBDJ_05810","","BAPHAO_05900","","","","","","","","","EPICMG_05850","","KKNGOI_05935","","","","","HEGNPG_06145","","","NCOCKI_05870","","CIPKDF_06015","DMHAMM_05930","AGFJGC_06085","","","",""
"group_559","bppB","BppB","11","11","1","63","2062","1","1945","","224","425","406","","AIHAAB_05895","","","DNBOAP_06095","","","","","ANPAAP_06130","","","","GMPCOK_05915","","","","","KLACFF_06160","","","","","","","","","JHFDLE_05905","","HCFOCN_06040","","","","","","","","HEGNPG_06595","EFDIJO_05740","","","OHAJAL_06110","","","","GGIAGI_05325","","",""
"group_575","bppB","BppB","11","11","1","63","2844","1","1581","","425","425","425","","","APIDPD_05790","HCLMIK_05940","","DLCMNL_05340","","AMNIDF_05765","","","","","NAHIGD_05555","","","KFEJKD_06615","","","","","BIKOAE_05610","","","","","","","","","","","","","","HFKOMI_05485","CENHHB_05590","","","","GEBMJB_05565","","","","","","","","EMEHFM_05665",""
"group_580","bppB","BppB","11","11","1","63","2197","1","1989","","224","425","345","","AIHAAB_06650","","HCLMIK_05540","","","","","","","","","","","EFMOJC_01645","","","","KLACFF_06825","BOHBDJ_06585","","BAPHAO_06655","","","","","","","","HCFOCN_05530","EPICMG_05985","","","","","","","","","","","OHAJAL_06825","CIPKDF_06100","DMHAMM_06660","","","","",""
"group_604","Site-specific DNA-methyltransferase (adenine-specific)","Site-specific DNA-methyltransferase (adenine-specific)","11","11","1","63","1625","1","1401","","308","1259","857","","","","HCLMIK_05295","","","","","","","","","","","","","GDPOAI_05235","CGENMI_04805","","BOHBDJ_05300","","","","","","","","JHFDLE_05250","","HCFOCN_05010","","BLADBF_05330","KKNGOI_05330","","","","","","EFDIJO_04855","","","OHAJAL_04310","","DMHAMM_05385","","","","",""
"group_629","variable large family protein","variable large family protein","11","11","1","63","1160","1","748","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","290","1052","861","","","","","","DLCMNL_06295","","AMNIDF_05105","","","","","NAHIGD_05335","","","","","","","","BIKOAE_05045","","","","","","","JHFDLE_05505","","","","","","","HFKOMI_05040","","GDCPBO_05110","HEGNPG_05310","","GEBMJB_05075","","","","","","","AEKFMC_04750","","LGKPKB_05055"
"group_731","DUF1506 domain-containing protein","DUF1506 domain-containing protein","11","11","1","63","2386","1","1791","","167","383","363","","","","","","","","","JODKDA_05850","","","","","GMPCOK_06350","","","GDPOAI_04680","CGENMI_06025","","BOHBDJ_06155","","BAPHAO_06560","","","","","","","","","","","","LIJDDG_05995","","CENHHB_06455","","","","","","","","DMHAMM_06445","AGFJGC_06320","","","EMEHFM_05795",""
"group_734","DUF1506 domain-containing protein","DUF1506 domain-containing protein","11","11","1","63","2367","1","1677","","167","383","317","","AIHAAB_06555","","","","","","","JODKDA_06240","","","AINDPC_06000","NAHIGD_06460","GMPCOK_06085","","","GDPOAI_06120","","KLACFF_06745","","","","EGFPMN_06650","","","","OFFMIL_06015","","","","","BLADBF_06660","","","","","","","","","","","","","","","AEKFMC_05940","",""
"group_790","CRASP family complement regulator-acquiring lipoprotein","CRASP family complement regulator-acquiring lipoprotein","11","11","1","63","1608","8","3","","311","782","562","","","","HCLMIK_05335","","","","","","","","AINDPC_05475","","","","","GDPOAI_06010","CGENMI_04845","","","","","","","NKPDPH_05315","PIKJEB_05160","OFFMIL_05320","JHFDLE_05290","","HCFOCN_05050","","","","","","","","","EFDIJO_04815","","","OHAJAL_04270","","","","","","",""
"group_808","chromosome replication/partitioning protein","chromosome replication/partitioning protein","11","11","1","63","1216","1","335","","134","587","545","","","APIDPD_05680","","DNBOAP_05805","","GCGJFL_05610","","","","","","","","","","","","KLACFF_05985","","","","EGFPMN_05750","","NKPDPH_05705","","","","","","EPICMG_05655","","KKNGOI_05690","","","","","","","","","","CIPKDF_05730","DMHAMM_05690","AGFJGC_05885","","","",""
